Purchase Transaction ID,Purchase_DATEID,Ship Mode,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Type
8105,9/19/2022,Standard Class,West,Office Supplies,Binders,18.72,5,0.2,6.552,Standard Class - Home Office
8106,5/26/2022,Standard Class,West,Technology,Accessories,49.98,2,0,8.4966,Standard Class - Consumer
8107,10/20/2022,Standard Class,Central,Office Supplies,Labels,11.784,3,0.2,4.2717,Standard Class - Home Office
8108,10/5/2022,Standard Class,Central,Office Supplies,Storage,272.736,3,0.2,-64.7748,Standard Class - Home Office
8109,8/9/2022,Standard Class,Central,Office Supplies,Binders,3.54,2,0.8,-5.487,Standard Class - Home Office
8110,3/15/2022,Standard Class,Central,Office Supplies,Supplies,51.52,5,0.2,-10.948,Standard Class - Consumer
8111,11/28/2022,Standard Class,Central,Office Supplies,Paper,3.528,1,0.2,1.1466,Standard Class - Consumer
8112,4/9/2022,Standard Class,Central,Office Supplies,Paper,4.624,1,0.2,1.6762,Standard Class - Consumer
8113,9/10/2022,Standard Class,Central,Office Supplies,Supplies,55.168,4,0.2,6.2064,Standard Class - Consumer
8114,8/17/2022,Same Day,West,Furniture,Tables,567.12,10,0.2,-28.356,Same Day - Corporate
8115,2/2/2022,Same Day,West,Office Supplies,Storage,359.32,4,0,7.1864,Same Day - Corporate
8116,3/25/2022,Second Class,Central,Technology,Phones,11.992,1,0.2,0.8994,Second Class - Consumer
8117,4/17/2022,Standard Class,Central,Office Supplies,Binders,58.05,3,0,26.703,Standard Class - Consumer
8118,3/11/2022,Standard Class,Central,Furniture,Furnishings,157.74,11,0,56.7864,Standard Class - Consumer
8119,12/13/2022,Standard Class,Central,Office Supplies,Art,56.98,7,0,22.792,Standard Class - Consumer
8120,2/27/2022,Standard Class,Central,Office Supplies,Binders,2.88,1,0,1.4112,Standard Class - Consumer
8121,1/12/2022,First Class,West,Technology,Copiers,1199.976,3,0.2,374.9925,First Class - Corporate
8122,7/8/2022,Standard Class,West,Furniture,Furnishings,79.92,4,0,28.7712,Standard Class - Consumer
8123,2/13/2022,Standard Class,South,Furniture,Tables,383.438,4,0.45,-167.3184,Standard Class - Corporate
8124,4/30/2022,Standard Class,Central,Office Supplies,Storage,24.56,2,0,6.8768,Standard Class - Consumer
8125,12/15/2022,Standard Class,Central,Technology,Accessories,119.8,4,0,47.92,Standard Class - Consumer
8126,1/1/2022,Standard Class,East,Office Supplies,Binders,13.128,3,0.2,4.2666,Standard Class - Corporate
8127,2/5/2022,Standard Class,Central,Office Supplies,Paper,22.72,4,0,10.224,Standard Class - Corporate
8128,9/1/2022,Standard Class,West,Office Supplies,Paper,58.32,9,0,27.9936,Standard Class - Consumer
8129,12/6/2022,Standard Class,South,Office Supplies,Labels,12.39,3,0,5.6994,Standard Class - Corporate
8130,8/30/2022,Standard Class,East,Technology,Phones,107.982,3,0.4,-26.9955,Standard Class - Consumer
8131,5/9/2022,Second Class,South,Office Supplies,Envelopes,11.36,2,0,5.3392,Second Class - Corporate
8132,3/10/2022,Second Class,South,Office Supplies,Envelopes,50.94,3,0,25.47,Second Class - Corporate
8133,10/28/2022,Second Class,South,Technology,Accessories,646.74,6,0,258.696,Second Class - Corporate
8134,7/19/2022,Second Class,South,Office Supplies,Binders,5.64,3,0,2.7072,Second Class - Corporate
8135,8/7/2022,Second Class,South,Office Supplies,Storage,572.58,6,0,34.3548,Second Class - Corporate
8136,6/30/2022,Standard Class,South,Furniture,Furnishings,310.88,2,0.2,23.316,Standard Class - Corporate
8137,4/30/2022,Standard Class,South,Furniture,Chairs,641.96,2,0,179.7488,Standard Class - Consumer
8138,9/11/2022,Standard Class,Central,Office Supplies,Binders,18.28,2,0,9.14,Standard Class - Corporate
8139,10/17/2022,Standard Class,Central,Technology,Phones,207,3,0,51.75,Standard Class - Corporate
8140,11/25/2022,Standard Class,Central,Office Supplies,Binders,32.35,5,0,16.175,Standard Class - Corporate
8141,11/9/2022,Standard Class,Central,Office Supplies,Binders,7.71,1,0,3.4695,Standard Class - Corporate
8142,6/10/2022,Standard Class,Central,Office Supplies,Art,40.3,2,0,10.881,Standard Class - Corporate
8143,9/18/2022,Standard Class,Central,Furniture,Furnishings,34.58,7,0,14.5236,Standard Class - Corporate
8144,6/4/2022,Standard Class,East,Office Supplies,Art,32.76,7,0.2,3.6855,Standard Class - Consumer
8145,10/27/2022,First Class,West,Furniture,Chairs,544.008,3,0.2,40.8006,First Class - Home Office
8146,3/17/2022,First Class,West,Office Supplies,Paper,59.94,3,0,28.1718,First Class - Home Office
8147,8/8/2022,First Class,West,Office Supplies,Paper,23.92,4,0,11.7208,First Class - Home Office
8148,1/25/2022,First Class,West,Office Supplies,Paper,4.28,1,0,1.926,First Class - Home Office
8149,3/4/2022,Second Class,East,Office Supplies,Binders,32.07,5,0.7,-22.449,Second Class - Consumer
8150,9/7/2022,Second Class,East,Technology,Accessories,24,2,0.2,-2.7,Second Class - Consumer
8151,11/30/2022,Second Class,East,Furniture,Bookcases,35.49,1,0.5,-15.6156,Second Class - Consumer
8152,7/27/2022,Second Class,East,Technology,Accessories,47.984,2,0.2,0.5998,Second Class - Consumer
8153,1/11/2022,Standard Class,South,Office Supplies,Envelopes,186.69,3,0,87.7443,Standard Class - Corporate
8154,7/24/2022,Second Class,West,Office Supplies,Binders,17.456,2,0.2,5.8914,Second Class - Consumer
8155,2/23/2022,Standard Class,West,Furniture,Chairs,348.928,2,0.2,34.8928,Standard Class - Consumer
8156,4/13/2022,Standard Class,South,Office Supplies,Binders,143.96,4,0,69.1008,Standard Class - Consumer
8157,8/11/2022,Standard Class,South,Office Supplies,Storage,15.42,1,0,4.1634,Standard Class - Consumer
8158,1/23/2022,Standard Class,South,Office Supplies,Binders,43.04,8,0,21.0896,Standard Class - Consumer
8159,7/8/2022,Standard Class,South,Furniture,Chairs,332.94,3,0,79.9056,Standard Class - Consumer
8160,12/8/2022,Same Day,South,Technology,Phones,1363.96,5,0.2,85.2475,Same Day - Consumer
8161,2/26/2022,Standard Class,West,Office Supplies,Labels,9.96,2,0,4.5816,Standard Class - Consumer
8162,1/22/2022,Standard Class,West,Office Supplies,Paper,21.72,4,0,10.6428,Standard Class - Consumer
8163,6/21/2022,Standard Class,Central,Office Supplies,Binders,20.16,7,0,9.8784,Standard Class - Consumer
8164,1/18/2022,First Class,East,Office Supplies,Paper,132.79,7,0,63.7392,First Class - Corporate
8165,7/17/2022,First Class,East,Office Supplies,Paper,12.96,2,0,6.2208,First Class - Corporate
8166,6/29/2022,First Class,East,Office Supplies,Labels,21.56,7,0,10.3488,First Class - Corporate
8167,10/11/2022,Standard Class,West,Furniture,Chairs,283.92,5,0.2,17.745,Standard Class - Consumer
8168,6/9/2022,First Class,West,Furniture,Furnishings,22.23,1,0,7.3359,First Class - Corporate
8169,2/11/2022,First Class,West,Technology,Phones,215.968,2,0.2,18.8972,First Class - Corporate
8170,1/20/2022,Second Class,East,Office Supplies,Appliances,355.32,9,0,99.4896,Second Class - Corporate
8171,3/1/2022,Standard Class,South,Office Supplies,Paper,12.96,2,0,6.2208,Standard Class - Corporate
8172,4/6/2022,First Class,West,Furniture,Furnishings,18.28,2,0,6.2152,First Class - Consumer
8173,3/12/2022,Standard Class,West,Office Supplies,Art,43.176,3,0.2,4.3176,Standard Class - Consumer
8174,11/29/2022,Standard Class,West,Technology,Phones,1983.968,4,0.2,247.996,Standard Class - Consumer
8175,5/19/2022,First Class,Central,Furniture,Furnishings,28.4,2,0,11.076,First Class - Consumer
8176,12/28/2022,First Class,Central,Technology,Accessories,149.97,3,0,50.9898,First Class - Consumer
8177,8/30/2022,First Class,West,Office Supplies,Art,11.52,4,0,3.2256,First Class - Consumer
8178,9/12/2022,First Class,West,Furniture,Tables,1298.55,5,0,311.652,First Class - Consumer
8179,9/7/2022,First Class,West,Office Supplies,Appliances,213.92,4,0,62.0368,First Class - Consumer
8180,10/4/2022,First Class,West,Technology,Accessories,25.78,2,0,2.578,First Class - Consumer
8181,10/20/2022,Same Day,West,Furniture,Furnishings,18.28,2,0,6.2152,Same Day - Consumer
8182,7/15/2022,Same Day,West,Technology,Accessories,1399.93,7,0,601.9699,Same Day - Consumer
8183,6/26/2022,First Class,Central,Office Supplies,Paper,51.84,8,0,24.8832,First Class - Corporate
8184,8/19/2022,Standard Class,East,Office Supplies,Paper,5.344,1,0.2,1.8704,Standard Class - Consumer
8185,3/11/2022,Standard Class,East,Office Supplies,Paper,41.472,8,0.2,14.5152,Standard Class - Consumer
8186,3/8/2022,Standard Class,East,Office Supplies,Binders,3.168,3,0.7,-2.4288,Standard Class - Consumer
8187,11/26/2022,Standard Class,East,Furniture,Chairs,1228.465,5,0.3,0,Standard Class - Consumer
8188,12/12/2022,Standard Class,East,Office Supplies,Binders,31.086,3,0.7,-22.7964,Standard Class - Consumer
8189,9/11/2022,Standard Class,East,Office Supplies,Paper,335.52,4,0.2,117.432,Standard Class - Consumer
8190,7/19/2022,Standard Class,East,Technology,Accessories,239.97,3,0,71.991,Standard Class - Consumer
8191,10/5/2022,Standard Class,East,Office Supplies,Labels,9.82,2,0,4.8118,Standard Class - Consumer
8192,5/25/2022,Standard Class,West,Technology,Accessories,67.8,4,0,4.068,Standard Class - Consumer
8193,2/4/2022,Standard Class,West,Technology,Accessories,167.97,3,0,40.3128,Standard Class - Consumer
8194,5/26/2022,Standard Class,Central,Office Supplies,Fasteners,35,7,0,16.8,Standard Class - Consumer
8195,2/4/2022,Standard Class,Central,Office Supplies,Supplies,37.24,4,0,10.7996,Standard Class - Consumer
8196,10/24/2022,Standard Class,Central,Office Supplies,Envelopes,15.28,2,0,7.4872,Standard Class - Consumer
8197,12/9/2022,Second Class,South,Furniture,Chairs,301.96,2,0,90.588,Second Class - Consumer
8198,10/26/2022,Second Class,South,Office Supplies,Appliances,180.66,3,0,50.5848,Second Class - Consumer
8199,5/10/2022,Second Class,South,Technology,Phones,191.98,2,0,51.8346,Second Class - Consumer
8200,3/20/2022,Second Class,South,Technology,Phones,65.99,1,0,17.1574,Second Class - Consumer
8201,10/11/2022,Standard Class,South,Office Supplies,Art,35.216,2,0.2,2.6412,Standard Class - Corporate
8202,4/5/2022,Standard Class,South,Office Supplies,Appliances,23.696,2,0.2,6.5164,Standard Class - Corporate
8203,11/20/2022,Standard Class,South,Technology,Machines,265.475,1,0.5,-111.4995,Standard Class - Corporate
8204,5/29/2022,Second Class,Central,Office Supplies,Binders,51.184,4,0.8,-79.3352,Second Class - Consumer
8205,9/27/2022,Standard Class,South,Office Supplies,Paper,9.664,2,0.2,3.2616,Standard Class - Home Office
8206,11/17/2022,Standard Class,Central,Technology,Phones,21.072,3,0.2,1.5804,Standard Class - Corporate
8207,9/19/2022,Standard Class,East,Office Supplies,Art,60.45,3,0,16.3215,Standard Class - Corporate
8208,10/14/2022,Standard Class,East,Office Supplies,Art,11.52,4,0,3.3408,Standard Class - Corporate
8209,3/16/2022,Standard Class,East,Furniture,Bookcases,186.048,4,0.2,9.3024,Standard Class - Corporate
8210,5/30/2022,First Class,West,Office Supplies,Binders,37.44,4,0.2,11.7,First Class - Corporate
8211,6/30/2022,First Class,West,Office Supplies,Binders,26.976,4,0.2,8.7672,First Class - Corporate
8212,9/26/2022,First Class,West,Office Supplies,Supplies,11.36,2,0,3.2944,First Class - Corporate
8213,6/20/2022,First Class,West,Office Supplies,Labels,14.62,2,0,6.8714,First Class - Corporate
8214,3/6/2022,Standard Class,South,Technology,Phones,83.72,7,0,23.4416,Standard Class - Consumer
8215,4/14/2022,Standard Class,South,Furniture,Chairs,287.94,3,0,77.7438,Standard Class - Consumer
8216,12/10/2022,Standard Class,East,Furniture,Furnishings,48.896,4,0.2,8.5568,Standard Class - Consumer
8217,1/13/2022,Standard Class,East,Technology,Accessories,115.36,7,0,49.6048,Standard Class - Corporate
8218,6/18/2022,Second Class,West,Office Supplies,Art,5.16,2,0,1.3416,Second Class - Corporate
8219,5/7/2022,Second Class,West,Office Supplies,Paper,38.88,6,0,18.6624,Second Class - Corporate
8220,2/21/2022,Standard Class,South,Office Supplies,Art,185.88,6,0,50.1876,Standard Class - Consumer
8221,11/30/2022,Standard Class,East,Furniture,Furnishings,44.46,2,0,14.6718,Standard Class - Consumer
8222,11/21/2022,Standard Class,East,Office Supplies,Storage,242.94,3,0,9.7176,Standard Class - Consumer
8223,6/17/2022,Standard Class,East,Office Supplies,Paper,39.96,2,0,18.7812,Standard Class - Consumer
8224,9/12/2022,Standard Class,East,Office Supplies,Supplies,102.3,10,0,26.598,Standard Class - Consumer
8225,7/24/2022,Standard Class,East,Office Supplies,Storage,21.36,2,0,5.7672,Standard Class - Consumer
8226,6/2/2022,Standard Class,East,Office Supplies,Paper,7.61,1,0,3.5767,Standard Class - Home Office
8227,10/8/2022,Standard Class,East,Office Supplies,Fasteners,7.16,2,0,3.58,Standard Class - Home Office
8228,12/10/2022,Standard Class,West,Office Supplies,Supplies,7.36,2,0,0.1472,Standard Class - Consumer
8229,11/30/2022,Standard Class,West,Office Supplies,Art,23.1,2,0,10.626,Standard Class - Consumer
8230,7/29/2022,Second Class,South,Technology,Accessories,191.472,6,0.2,40.6878,Second Class - Corporate
8231,1/26/2022,Second Class,South,Office Supplies,Art,5.248,2,0.2,0.5904,Second Class - Corporate
8232,12/6/2022,Second Class,South,Technology,Phones,59.184,2,0.2,5.1786,Second Class - Corporate
8233,10/6/2022,Standard Class,South,Office Supplies,Labels,2.89,1,0,1.3583,Standard Class - Corporate
8234,5/18/2022,Standard Class,South,Furniture,Furnishings,51.94,1,0,21.2954,Standard Class - Corporate
8235,8/12/2022,First Class,East,Office Supplies,Labels,15.936,4,0.2,5.1792,First Class - Corporate
8236,4/29/2022,Standard Class,East,Office Supplies,Binders,44.91,6,0.7,-35.928,Standard Class - Corporate
8237,11/1/2022,First Class,East,Office Supplies,Binders,1141.47,5,0.7,-760.98,First Class - Home Office
8238,6/5/2022,First Class,East,Technology,Phones,280.782,3,0.4,-46.797,First Class - Home Office
8239,8/3/2022,First Class,East,Office Supplies,Paper,34.44,3,0,17.22,First Class - Consumer
8240,5/11/2022,Standard Class,East,Office Supplies,Paper,11.36,2,0,5.2256,Standard Class - Consumer
8241,11/18/2022,Standard Class,East,Office Supplies,Binders,106.344,7,0.2,37.2204,Standard Class - Consumer
8242,7/20/2022,Standard Class,South,Office Supplies,Paper,192.16,5,0.2,67.256,Standard Class - Consumer
8243,9/27/2022,Standard Class,East,Furniture,Furnishings,322.59,3,0,64.518,Standard Class - Home Office
8244,2/1/2022,Standard Class,East,Technology,Accessories,29.99,1,0,13.1956,Standard Class - Home Office
8245,1/19/2022,Standard Class,East,Technology,Accessories,371.97,3,0,66.9546,Standard Class - Home Office
8246,5/5/2022,Standard Class,East,Office Supplies,Binders,5.892,4,0.7,-4.1244,Standard Class - Home Office
8247,12/12/2022,Second Class,East,Office Supplies,Binders,68.472,3,0.2,23.1093,Second Class - Home Office
8248,12/29/2022,Second Class,East,Furniture,Chairs,1242.9,5,0.1,262.39,Second Class - Home Office
8249,7/10/2022,Standard Class,South,Office Supplies,Storage,30.84,2,0,8.3268,Standard Class - Consumer
8250,8/31/2022,Same Day,West,Office Supplies,Art,13.48,4,0,5.9312,Same Day - Consumer
8251,8/19/2022,First Class,Central,Furniture,Furnishings,31.4,5,0,10.048,First Class - Home Office
8252,11/10/2022,Standard Class,East,Furniture,Furnishings,17.46,2,0,5.9364,Standard Class - Consumer
8253,3/16/2022,Second Class,West,Office Supplies,Binders,13.944,3,0.2,4.5318,Second Class - Corporate
8254,1/20/2022,Standard Class,West,Office Supplies,Storage,83.76,12,0,1.6752,Standard Class - Consumer
8255,6/21/2022,Standard Class,East,Office Supplies,Binders,37.66,7,0,18.4534,Standard Class - Home Office
8256,12/20/2022,Standard Class,West,Office Supplies,Paper,34.68,6,0,16.9932,Standard Class - Corporate
8257,2/2/2022,Standard Class,East,Technology,Accessories,149.95,5,0,14.995,Standard Class - Consumer
8258,2/19/2022,Standard Class,East,Office Supplies,Binders,51.312,3,0.2,18.6006,Standard Class - Consumer
8259,9/15/2022,First Class,Central,Office Supplies,Paper,4.54,1,0,2.043,First Class - Home Office
8260,11/27/2022,First Class,Central,Office Supplies,Art,15.92,4,0,5.4128,First Class - Home Office
8261,1/21/2022,First Class,Central,Technology,Phones,543.92,8,0,135.98,First Class - Home Office
8262,5/25/2022,First Class,West,Office Supplies,Storage,155.82,7,0,42.0714,First Class - Corporate
8263,4/1/2022,First Class,West,Office Supplies,Binders,70.008,3,0.2,24.5028,First Class - Corporate
8264,8/12/2022,Second Class,Central,Office Supplies,Envelopes,15.648,2,0.2,5.0856,Second Class - Consumer
8265,3/24/2022,Standard Class,Central,Office Supplies,Labels,103.6,7,0,51.8,Standard Class - Consumer
8266,2/12/2022,Second Class,East,Office Supplies,Paper,46.96,8,0,22.5408,Second Class - Corporate
8267,9/7/2022,First Class,East,Office Supplies,Binders,8.904,2,0.7,-6.5296,First Class - Corporate
8268,6/19/2022,First Class,Central,Office Supplies,Labels,10.44,5,0.2,3.393,First Class - Consumer
8269,4/29/2022,First Class,Central,Office Supplies,Binders,18.336,4,0.8,-32.088,First Class - Consumer
8270,4/23/2022,First Class,Central,Technology,Phones,323.976,3,0.2,20.2485,First Class - Consumer
8271,12/30/2022,Standard Class,West,Office Supplies,Paper,20.04,3,0,9.6192,Standard Class - Consumer
8272,2/12/2022,Standard Class,West,Office Supplies,Storage,64.96,2,0,2.5984,Standard Class - Consumer
8273,2/21/2022,Standard Class,West,Office Supplies,Paper,12.96,2,0,6.2208,Standard Class - Consumer
8274,4/27/2022,Standard Class,East,Furniture,Bookcases,323.136,4,0.2,12.1176,Standard Class - Consumer
8275,6/5/2022,Standard Class,East,Technology,Phones,90.93,7,0,2.7279,Standard Class - Consumer
8276,12/15/2022,Standard Class,East,Office Supplies,Binders,52.776,3,0.2,19.791,Standard Class - Consumer
8277,7/1/2022,Standard Class,Central,Technology,Phones,1199.8,4,0,323.946,Standard Class - Home Office
8278,5/23/2022,Standard Class,Central,Technology,Accessories,1928.78,7,0,829.3754,Standard Class - Home Office
8279,10/15/2022,Standard Class,Central,Office Supplies,Storage,352.38,2,0,81.0474,Standard Class - Home Office
8280,4/3/2022,Standard Class,East,Furniture,Furnishings,22.2,6,0,9.102,Standard Class - Home Office
8281,4/30/2022,First Class,Central,Furniture,Furnishings,46.94,1,0,19.2454,First Class - Corporate
8282,8/6/2022,First Class,Central,Technology,Accessories,143.73,9,0,56.0547,First Class - Corporate
8283,9/26/2022,Standard Class,Central,Furniture,Tables,99.918,2,0.3,-18.5562,Standard Class - Corporate
8284,3/21/2022,Standard Class,Central,Furniture,Chairs,797.944,4,0.3,-56.996,Standard Class - Corporate
8285,2/13/2022,Standard Class,Central,Office Supplies,Binders,8.568,3,0.8,-14.5656,Standard Class - Corporate
8286,5/27/2022,Standard Class,Central,Office Supplies,Envelopes,149.352,3,0.2,50.4063,Standard Class - Corporate
8287,1/7/2022,Standard Class,Central,Office Supplies,Storage,12.992,1,0.2,-0.812,Standard Class - Corporate
8288,12/31/2022,Standard Class,South,Office Supplies,Storage,24.56,2,0,6.8768,Standard Class - Consumer
8289,12/18/2022,Standard Class,East,Technology,Accessories,85.14,3,0,34.9074,Standard Class - Consumer
8290,1/1/2022,Standard Class,East,Technology,Phones,21.99,1,0,10.5552,Standard Class - Consumer
8291,11/20/2022,Standard Class,East,Office Supplies,Appliances,406.6,5,0,113.848,Standard Class - Consumer
8292,7/9/2022,Standard Class,East,Office Supplies,Binders,841.568,2,0.2,294.5488,Standard Class - Corporate
8293,7/2/2022,First Class,East,Office Supplies,Paper,15.552,3,0.2,5.4432,First Class - Consumer
8294,5/9/2022,First Class,East,Technology,Accessories,252,5,0.2,53.55,First Class - Consumer
8295,12/15/2022,Standard Class,South,Office Supplies,Art,46.2,4,0,12.936,Standard Class - Home Office
8296,7/1/2022,Standard Class,South,Office Supplies,Appliances,28.84,2,0,9.5172,Standard Class - Home Office
8297,2/14/2022,First Class,East,Office Supplies,Art,14.592,3,0.2,2.5536,First Class - Consumer
8298,12/8/2022,First Class,East,Office Supplies,Art,89.856,3,0.2,21.3408,First Class - Consumer
8299,1/17/2022,First Class,East,Office Supplies,Paper,13.872,3,0.2,5.0286,First Class - Consumer
8300,2/24/2022,Standard Class,East,Office Supplies,Paper,12.192,3,0.2,4.1148,Standard Class - Consumer
8301,3/30/2022,Standard Class,East,Office Supplies,Paper,45.056,8,0.2,15.2064,Standard Class - Home Office
8302,11/22/2022,Standard Class,East,Office Supplies,Binders,29.718,6,0.7,-21.7932,Standard Class - Home Office
8303,11/6/2022,Standard Class,East,Office Supplies,Paper,15.552,3,0.2,5.4432,Standard Class - Home Office
8304,1/18/2022,Standard Class,East,Office Supplies,Appliances,447.696,2,0.2,33.5772,Standard Class - Home Office
8305,8/27/2022,First Class,West,Technology,Accessories,159.99,1,0,54.3966,First Class - Corporate
8306,10/10/2022,Standard Class,West,Office Supplies,Paper,12.96,2,0,6.2208,Standard Class - Corporate
8307,4/25/2022,Standard Class,West,Office Supplies,Appliances,134.48,4,0,34.9648,Standard Class - Corporate
8308,12/14/2022,First Class,West,Office Supplies,Paper,17.12,2,0,8.0464,First Class - Corporate
8309,6/2/2022,Standard Class,West,Office Supplies,Binders,6.096,2,0.2,2.2098,Standard Class - Corporate
8310,2/26/2022,Standard Class,West,Furniture,Tables,1114.272,4,0.2,41.7852,Standard Class - Corporate
8311,4/12/2022,Standard Class,West,Office Supplies,Paper,32.4,5,0,15.552,Standard Class - Consumer
8312,2/11/2022,Standard Class,West,Office Supplies,Storage,540.57,3,0,140.5482,Standard Class - Consumer
8313,5/19/2022,Standard Class,West,Office Supplies,Binders,167.76,5,0.2,62.91,Standard Class - Consumer
8314,8/17/2022,First Class,West,Furniture,Tables,393.165,3,0.5,-204.4458,First Class - Consumer
8315,9/9/2022,Standard Class,East,Furniture,Furnishings,516.488,7,0.2,-12.9122,Standard Class - Home Office
8316,11/23/2022,Standard Class,East,Furniture,Furnishings,1007.232,6,0.2,75.5424,Standard Class - Home Office
8317,2/5/2022,Standard Class,East,Furniture,Tables,2065.32,12,0.4,-619.596,Standard Class - Home Office
8318,12/25/2022,Standard Class,East,Office Supplies,Paper,15.552,3,0.2,5.4432,Standard Class - Home Office
8319,10/8/2022,Standard Class,East,Office Supplies,Paper,25.344,6,0.2,7.92,Standard Class - Home Office
8320,7/30/2022,Standard Class,East,Furniture,Furnishings,25.472,4,0.2,7.6416,Standard Class - Consumer
8321,2/1/2022,Standard Class,Central,Office Supplies,Art,27.168,2,0.2,2.7168,Standard Class - Consumer
8322,8/31/2022,Standard Class,Central,Furniture,Bookcases,78.8528,2,0.32,-11.596,Standard Class - Consumer
8323,4/26/2022,Standard Class,South,Office Supplies,Storage,173.8,5,0,43.45,Standard Class - Consumer
8324,5/23/2022,Second Class,West,Technology,Phones,29.592,1,0.2,2.5893,Second Class - Consumer
8325,7/16/2022,Second Class,West,Office Supplies,Binders,4.752,2,0.7,-3.168,Second Class - Consumer
8326,8/4/2022,Second Class,West,Office Supplies,Paper,15.552,3,0.2,5.6376,Second Class - Consumer
8327,8/14/2022,Same Day,West,Furniture,Furnishings,204.6,2,0,53.196,Same Day - Consumer
8328,8/21/2022,Standard Class,West,Furniture,Chairs,321.568,2,0.2,28.1372,Standard Class - Corporate
8329,5/12/2022,Standard Class,South,Office Supplies,Binders,6.24,2,0,3.0576,Standard Class - Home Office
8330,6/23/2022,First Class,West,Office Supplies,Envelopes,21.88,2,0,10.94,First Class - Corporate
8331,3/7/2022,Second Class,South,Office Supplies,Labels,4.608,2,0.2,1.6704,Second Class - Consumer
8332,6/16/2022,First Class,East,Office Supplies,Labels,9.82,2,0,4.8118,First Class - Home Office
8333,1/14/2022,First Class,East,Office Supplies,Art,35.97,3,0,9.7119,First Class - Home Office
8334,6/29/2022,First Class,East,Office Supplies,Paper,12.96,2,0,6.2208,First Class - Home Office
8335,5/18/2022,First Class,East,Office Supplies,Paper,191.6,4,0,91.968,First Class - Home Office
8336,8/12/2022,First Class,East,Office Supplies,Labels,8.64,3,0,4.2336,First Class - Home Office
8337,6/10/2022,First Class,East,Office Supplies,Storage,501.81,3,0,0,First Class - Home Office
8338,5/26/2022,Second Class,East,Furniture,Furnishings,127.104,6,0.2,28.5984,Second Class - Consumer
8339,8/16/2022,Second Class,East,Technology,Phones,124.2,3,0.4,-31.05,Second Class - Consumer
8340,1/7/2022,Second Class,East,Office Supplies,Binders,18.588,2,0.7,-13.6312,Second Class - Consumer
8341,7/29/2022,Second Class,East,Office Supplies,Labels,30.072,3,0.2,10.1493,Second Class - Consumer
8342,4/8/2022,Second Class,East,Technology,Phones,160.93,7,0,3.2186,Second Class - Home Office
8343,12/1/2022,Second Class,East,Office Supplies,Binders,75.792,3,0.2,25.5798,Second Class - Home Office
8344,10/14/2022,Standard Class,West,Office Supplies,Binders,1.08,2,0.7,-0.792,Standard Class - Consumer
8345,3/16/2022,First Class,Central,Technology,Machines,3059.982,2,0.1,679.996,First Class - Corporate
8346,1/28/2022,First Class,South,Office Supplies,Binders,3.282,2,0.7,-2.6256,First Class - Consumer
8347,7/6/2022,First Class,Central,Office Supplies,Paper,34.02,3,0,16.6698,First Class - Corporate
8348,10/24/2022,Standard Class,East,Furniture,Chairs,599.292,6,0.1,93.2232,Standard Class - Consumer
8349,9/15/2022,Second Class,West,Office Supplies,Art,3.392,1,0.2,0.8056,Second Class - Consumer
8350,1/21/2022,Second Class,West,Technology,Phones,559.984,2,0.2,55.9984,Second Class - Consumer
8351,4/25/2022,Second Class,West,Furniture,Chairs,603.92,5,0.2,75.49,Second Class - Consumer
8352,5/28/2022,Standard Class,Central,Office Supplies,Labels,7.968,2,0.2,2.5896,Standard Class - Home Office
8353,7/12/2022,Standard Class,Central,Office Supplies,Envelopes,27.968,4,0.2,9.4392,Standard Class - Home Office
8354,8/20/2022,Standard Class,Central,Technology,Machines,336.51,3,0.4,44.868,Standard Class - Home Office
8355,8/14/2022,Same Day,Central,Office Supplies,Binders,1.112,2,0.8,-1.8904,Same Day - Consumer
8356,7/11/2022,Standard Class,East,Furniture,Furnishings,520.05,5,0,72.807,Standard Class - Corporate
8357,12/30/2022,Standard Class,East,Office Supplies,Art,17.97,3,0,5.2113,Standard Class - Corporate
8358,4/5/2022,Second Class,South,Furniture,Chairs,1166.92,5,0.2,131.2785,Second Class - Home Office
8359,3/18/2022,First Class,East,Office Supplies,Binders,14.624,2,0.2,5.484,First Class - Consumer
8360,9/3/2022,First Class,West,Office Supplies,Fasteners,10.23,3,0,4.9104,First Class - Consumer
8361,9/27/2022,First Class,West,Office Supplies,Paper,154.9,5,0,69.705,First Class - Consumer
8362,10/14/2022,Standard Class,South,Office Supplies,Binders,2715.93,7,0,1276.4871,Standard Class - Corporate
8363,11/12/2022,Standard Class,South,Technology,Phones,617.97,3,0,173.0316,Standard Class - Corporate
8364,3/29/2022,Standard Class,South,Office Supplies,Envelopes,10.67,1,0,4.9082,Standard Class - Consumer
8365,4/4/2022,Standard Class,South,Office Supplies,Storage,36.63,3,0,9.8901,Standard Class - Consumer
8366,1/6/2022,Standard Class,South,Furniture,Furnishings,24.1,5,0,9.158,Standard Class - Consumer
8367,11/27/2022,Standard Class,South,Furniture,Furnishings,33.11,7,0,12.9129,Standard Class - Consumer
8368,1/22/2022,Standard Class,West,Office Supplies,Art,44.02,2,0,11.4452,Standard Class - Home Office
8369,11/16/2022,Same Day,East,Technology,Accessories,2309.65,7,0,762.1845,Same Day - Consumer
8370,1/25/2022,Same Day,East,Furniture,Tables,1090.782,7,0.4,-290.8752,Same Day - Consumer
8371,12/27/2022,Same Day,East,Office Supplies,Paper,19.44,3,0,9.3312,Same Day - Consumer
